SID_MARCHE;ID_MARCHE;DS_MARCHE;SID_CATEGORIE;ID_CATEGORIE;DS_CATEGORIE;SID_FAMILLE;ID_FAMILLE;DS_FAMILLE
170;90;"FROMAGE STAND";2665;573;"VA AIDE CULINAIRE ET APERO";13529;7855;"VA MOZZARELLA"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8660;589;"MELANGES"
183;188;"FRUITS ET LEGUMES FRAIS";2168;91;"RAISIN";11774;4944;"RAISIN ROSE"
157;113;"BIJOUTERIE";1785;472;"SERVICES";12247;6460;"EXPERTISE"
174;125;"CREMERIE";1935;848;"CREMES ET AIDES CULINAIRES";9285;65;"CREME BOMBE"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2448;813;"JUS DE FRUITS FRAIS";11595;4482;"SMOOTHIES"
231;64;"JARDIN LS";2536;158;"PISCINE APPOINT CHIMIE ACCESS";11922;6134;"BACHES & TAPIS DE SOL"
200;23;"COMMUNICATION ACCESSOIRES";2376;320;"SUPPORT GSM";7148;5107;"SUPPORT GSM"
230;60;"ANIMALERIE ACCESSOIRES";2638;494;"ANIMAUX DE BASSE COUR";13239;7545;"BASSE COUR - ALIM TX PLEIN"
147;52;"DECO DE NOEL";2732;987;"DECO INTERIEURE / EXTERIEURE";12348;6561;"AUTOMATES"
179;178;"CHARCUTERIE STAND";2124;27;"RETRAIT E COMMERCE";10104;1645;"RETRAIT E COMMERCE"
153;102;"JEUX ET JOUETS";1712;452;"JOUETS FILLES";8094;4529;"IMITATION"
184;900;"SELF-DISCOUNT";2045;908;"SD EPICERIE SUCREE";9708;9217;"SD THE ET INFUSIONS"
180;181;"BOUCHERIE ATELIER";2426;736;"VIANDE EXOTIQUE";11493;4276;"KANGOUROU"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10443;1521;"PULL MANCHES LONGUES"
210;40;"POISSONNERIE STAND";1997;608;"PE POISSONS ENTIERS";11663;4741;"GROS POISSONS ENTIERS PE"
204;37;"MULTIMEDIA ACCESSOIRES";2389;423;"ACCESSOIRES/PERIPH TABLETTE";11295;3840;"STYLET"
208;44;"BOUCHERIE NEGOCE LS";1991;961;"VIANDE DEMI SEL";10158;1656;"VIANDE DEMI SEL"
144;104;"GROS ELECTRO";2226;428;"NETTOYAGE";7203;1870;"NETTOYEUR VAPEUR"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1876;304;"CEREALES";8977;715;"BARRE CEREALE ENFANT"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13312;7635;"EAU ENERGISANTE"
170;90;"FROMAGE STAND";2665;573;"VA AIDE CULINAIRE ET APERO";13527;7853;"VA FROMAGE DES POUR SALADE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13157;7455;"SALSIFIS"
183;188;"FRUITS ET LEGUMES FRAIS";2168;91;"RAISIN";9664;262;"RAISIN NOIR"
157;113;"BIJOUTERIE";1785;472;"SERVICES";8554;4917;"SERVICES PRESTATIONS MONTRES"
174;125;"CREMERIE";1935;848;"CREMES ET AIDES CULINAIRES";12792;7077;"CREME FRAICHE SEMI EPAISSE"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2449;814;"FRUITS SECS A CUISINER";11606;4494;"PRUNEAUX A CUISINER"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";10325;1345;"LUMINAIRE FILAIRE"
200;23;"COMMUNICATION ACCESSOIRES";2375;313;"ECOUTE";7152;5112;"OREILLETTE"
230;60;"ANIMALERIE ACCESSOIRES";2638;494;"ANIMAUX DE BASSE COUR";8810;981;"BASSE COUR - ALIM TX INTERM."
147;52;"DECO DE NOEL";2732;987;"DECO INTERIEURE / EXTERIEURE";12345;6558;"GUIRLANDES ELECTRIQUES EXT"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13729;8064;"VA SALAMI"
153;102;"JEUX ET JOUETS";1712;452;"JOUETS FILLES";8083;4504;"MANNEQUINS FILLES"
184;900;"SELF-DISCOUNT";2052;955;"SD CREMERIE";9769;9278;"SD DIVERS CREMERIE"
180;181;"BOUCHERIE ATELIER";2426;736;"VIANDE EXOTIQUE";11494;4277;"ANTILOPE"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10448;1526;"COMBIROBE"
210;40;"POISSONNERIE STAND";1997;608;"PE POISSONS ENTIERS";9518;9713;"PETITS POISSONS ENTIERS PE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";11020;2038;"MONO ENCEINTE PC"
208;44;"BOUCHERIE NEGOCE LS";2438;787;"VIANDE PRETE A CONSOMMER";11555;4439;"TRIPES"
144;104;"GROS ELECTRO";2226;428;"NETTOYAGE";11041;3555;"BALAI VAPEUR"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2637;492;"PRODUITS DU MONDE";13223;7528;"MONDE SUCRE QUO.ESPAG.TX PLEIN"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";8766;969;"HUILE ET GELS PAILLETTES"
170;90;"FROMAGE STAND";2659;567;"VA CHEVRE ET BREBIS";9136;499;"VA BREBIS"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8664;597;"MACEDOINE"
183;188;"FRUITS ET LEGUMES FRAIS";2169;92;"FRUITS ROUGES";9660;227;"FRAMBOISE"
157;113;"BIJOUTERIE";1785;472;"SERVICES";12246;6459;"SERVICES PERCAGE D'OREILLES"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12843;7128;"CLAFOUTIS"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2449;814;"FRUITS SECS A CUISINER";11604;4491;"AMANDES"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7626;5253;"SUJETS DE JARDIN"
200;23;"COMMUNICATION ACCESSOIRES";2382;381;"CODIF EXCEPTIONNELLE";11241;3759;"CODIF EXCEPTIONNELLE"
230;60;"ANIMALERIE ACCESSOIRES";2639;496;"NOUVEAUX ANIMAUX DE COMPAGNIE";13241;7547;"REPTILES"
147;52;"DECO DE NOEL";2732;987;"DECO INTERIEURE / EXTERIEURE";7656;4669;"AUTRES DECO EXTERIEURES"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13725;8059;"VA CHARCUTERIE SECHE ESPAGNE"
153;102;"JEUX ET JOUETS";1714;457;"JOUETS GARCONS";8119;4572;"MINIATURES"
184;900;"SELF-DISCOUNT";2047;918;"SD ALCOOLS & VINS";13481;7807;"SD VINS ROUGES"
180;181;"BOUCHERIE ATELIER";2426;736;"VIANDE EXOTIQUE";11491;4274;"AUTRE VIANDE EXOTIQUE"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10456;1534;"SALOPETTE COURTE"
210;40;"POISSONNERIE STAND";1998;907;"ETAL CREVETTES";11668;4746;"QUEUES DE CREVETTES CUITES"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";11310;3866;"TROLLEY"
208;44;"BOUCHERIE NEGOCE LS";2443;802;"VIANDE ETHNIQUE";11578;4464;"VIANDE PRETE A CUIRE HALAL"
144;104;"GROS ELECTRO";2226;428;"NETTOYAGE";11040;3554;"CIREUSE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1875;647;"LAIT CONCENTRE";8971;592;"LAIT CONCENTRE"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13316;7639;"SOIN RAFFERM./TONIFIANT FEMME"
170;90;"FROMAGE STAND";2659;567;"VA CHEVRE ET BREBIS";13509;7835;"VA CHEVRE ET BREBIS BIO"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8665;599;"FLAGEOLETS"
183;188;"FRUITS ET LEGUMES FRAIS";2037;968;"POMME DE TERRE";9649;364;"PDT VAPEUR SALADE SAUTEE"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12841;7126;"BABA AU RHUM"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2449;814;"FRUITS SECS A CUISINER";11605;4493;"ABRICOTS A CUISINER"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";11913;6124;"TROLLEY- SUPPORTS"
200;23;"COMMUNICATION ACCESSOIRES";2372;298;"CHARGE ET BATTERIE";11224;3742;"DEPOT VENTE CHARGE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8805;972;"OISEAUX INT - HABITAT"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13730;8065;"VA MICHE ET PAVE"
153;102;"JEUX ET JOUETS";1714;457;"JOUETS GARCONS";8121;4580;"FERMES, FORTS ET SUJETS"
184;900;"SELF-DISCOUNT";2061;978;"SD FROMAGE";9808;9310;"SD PATE PERSILLEE"
180;181;"BOUCHERIE ATELIER";2426;736;"VIANDE EXOTIQUE";11492;4275;"BISON"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10446;1524;"JUPE"
210;40;"POISSONNERIE STAND";2461;837;"PE DECOUPES SAUMON ET TRUITE";11635;4597;"CARPACCIO PE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";7404;2114;"NETTOYAGE"
208;44;"BOUCHERIE NEGOCE LS";1990;845;"VIANDE HACHEE";9494;324;"VIANDE HACHEE BIO"
144;104;"GROS ELECTRO";1575;691;"REPASSAGE";7325;6812;"FER A REPASSER CLASSIQUE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2633;477;"PAIN DE MIE LS";13170;7468;"PAINS DE MIE SANS CROUTE"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13317;7640;"AUTRES SOINS CORPS FEMME"
170;90;"FROMAGE STAND";1905;943;"FE CAMEMBERT BRIE ET ASSIMILES";13587;7913;"FE AUTRES CROUTES BLANCHES"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13160;7458;"COEURS DE PALMIER"
183;188;"FRUITS ET LEGUMES FRAIS";2040;993;"FRUITS A COQUE";11800;5052;"NOIX"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12842;7127;"DESSERT ITALIEN"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2453;821;"APERO RECEPTION";9648;4209;"LEGUMES MARINES"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";8267;5208;"ARBRES ET PLANTES ARTIFICIELS"
200;23;"COMMUNICATION ACCESSOIRES";2372;298;"CHARGE ET BATTERIE";7151;5111;"CHARGE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8803;955;"OISEAUX INT - SOINS TX PLEIN"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13724;8058;"VA BOEUF SECHE"
153;102;"JEUX ET JOUETS";1712;452;"JOUETS FILLES";8084;4517;"MEUBLE ET ACCESSOIRE BEBE"
184;900;"SELF-DISCOUNT";2052;955;"SD CREMERIE";9770;9279;"SD MARGARINE"
180;181;"BOUCHERIE ATELIER";1975;841;"GIBIER";11541;4425;"LIEVRE"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10434;1504;"POLO MANCHES COURTES"
210;40;"POISSONNERIE STAND";2475;890;"AIDES CULINAIRES";11657;4735;"SAUCES CHAUDES PE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";7458;3979;"CABLE ANTIVOL"
208;44;"BOUCHERIE NEGOCE LS";2438;787;"VIANDE PRETE A CONSOMMER";11556;4441;"PLATS CUISINES"
144;104;"GROS ELECTRO";2226;428;"NETTOYAGE";11042;3556;"LAVE VITRE ELECTRIQUE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2633;477;"PAIN DE MIE LS";13171;7469;"PAINS DE MIE AVEC CROUTE"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13314;7637;"SOIN HYDRA./NOURRISSANT FEMME"
170;90;"FROMAGE STAND";1905;943;"FE CAMEMBERT BRIE ET ASSIMILES";13586;7912;"FE BRIE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13154;7452;"CHATAIGNES ET MARRONS"
183;188;"FRUITS ET LEGUMES FRAIS";2040;993;"FRUITS A COQUE";11802;5058;"NOISETTE"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12846;7131;"AUTRES DESSERTS PATISSIERS"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2170;93;"AIDE CULINAIRE";11786;5005;"CONDIMENTS FRAIS"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7621;4098;"POTS ET COUPES PLASTIQUE"
200;23;"COMMUNICATION ACCESSOIRES";2372;298;"CHARGE ET BATTERIE";11225;3743;"BATTERIE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8801;932;"OISEAUX NAT - ALIM"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13728;8063;"VA BACON"
153;102;"JEUX ET JOUETS";1712;452;"JOUETS FILLES";8092;4527;"PETIT MONDE"
184;900;"SELF-DISCOUNT";2061;978;"SD FROMAGE";9809;9311;"SD CHEVRE ET BREBIS"
180;181;"BOUCHERIE ATELIER";2144;34;"VIANDE EPICEE / MARINEE";9498;34;"VIANDE PREPAREE A MIJOTER"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10433;1503;"SOUS PULL"
210;40;"POISSONNERIE STAND";2475;890;"AIDES CULINAIRES";11656;4734;"SAUCES FROIDES PE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";10980;2002;"SUPPORT PC"
208;44;"BOUCHERIE NEGOCE LS";2443;802;"VIANDE ETHNIQUE";9495;326;"VIANDE HACHEE HALAL"
144;104;"GROS ELECTRO";1575;691;"REPASSAGE";10832;2304;"TABLE ACTIVE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";2633;477;"PAIN DE MIE LS";13168;7466;"PAINS TOAST"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13315;7638;"MASSAGE"
170;90;"FROMAGE STAND";1905;943;"FE CAMEMBERT BRIE ET ASSIMILES";13588;7914;"FE CAMEMBERT BRIE & ASSIM. BIO"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8663;595;"HARICOTS BEURRE"
183;188;"FRUITS ET LEGUMES FRAIS";2040;993;"FRUITS A COQUE";11799;5049;"MARRON CHATAIGNE"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12844;7129;"TARTE"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2026;59;"SALADES EN SACHET ET CRUDITES";11768;4888;"FRISEES SCAROLES"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7628;5255;"JARDINIERES"
200;23;"COMMUNICATION ACCESSOIRES";2375;313;"ECOUTE";11227;3745;"DEPOT VENTE ECOUTE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";13252;7560;"OISEAUX INT ALIM TX INTERM."
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13723;8057;"VA AUTRE CHARCUTERIE SECHE"
153;102;"JEUX ET JOUETS";1718;462;"JEUX ELECTRONIQUES";8151;4545;"ELECTRONIQUE EDUCATIVE"
184;900;"SELF-DISCOUNT";2055;965;"SD TRAITEUR";9793;9317;"SD SANDWICHS"
180;181;"BOUCHERIE ATELIER";1992;160;"BOUCHERIE VENTE ASSISTEE";11591;4478;"VA VIANDE EXOTIQUE"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10450;1528;"OVERCOAT COMBINAISON"
210;40;"POISSONNERIE STAND";2475;890;"AIDES CULINAIRES";9524;1244;"ACCESSOIRES PE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";11312;3868;"ONDULEUR"
208;44;"BOUCHERIE NEGOCE LS";2443;802;"VIANDE ETHNIQUE";11575;4461;"VIANDE CASHER"
144;104;"GROS ELECTRO";1575;691;"REPASSAGE";10834;2306;"CENTRALE VAPEUR AUTO LIMITEE"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13313;7636;"GOMMAGE"
170;90;"FROMAGE STAND";1905;943;"FE CAMEMBERT BRIE ET ASSIMILES";9144;54;"FE CAMEMBERT"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13146;7442;"LEGUMES D'ANTAN ET SPECIALITES"
183;188;"FRUITS ET LEGUMES FRAIS";2033;833;"TOMATE";9637;343;"TOMATE APERITIF"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";9327;124;"GATEAU AU CHOCOLAT"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2170;93;"AIDE CULINAIRE";9671;360;"HERBES SECHES"
231;64;"JARDIN LS";1637;525;"TRAITEMENT ENGRAIS NUISIBLES";7613;5250;"DIVERS PROTECTION ET ENTRETIEN"
200;23;"COMMUNICATION ACCESSOIRES";2374;312;"CARTE MEMOIRE";11226;3744;"CARTE MEMOIRE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8809;976;"OISEAU INT ALIM TX PLEIN"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";9442;4629;"VA PLATEAU CHARCUTERIE"
153;102;"JEUX ET JOUETS";1718;462;"JEUX ELECTRONIQUES";8150;4543;"ORDINATEURS"
184;900;"SELF-DISCOUNT";2055;965;"SD TRAITEUR";9789;9313;"SD DIVERS TRAITEUR"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";11534;4418;"*MP STAND GIBIER"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10455;1533;"SHORT"
204;37;"MULTIMEDIA ACCESSOIRES";2389;423;"ACCESSOIRES/PERIPH TABLETTE";11289;3828;"DEPOT VTE ACC. PERIPH TABLETTE"
208;44;"BOUCHERIE NEGOCE LS";1990;845;"VIANDE HACHEE";9500;366;"BOULETTES"
144;104;"GROS ELECTRO";1556;111;"CHAUFFAGE ELECTRIQUE";7198;6839;"CHAUFFAGE CONVECTEUR"
163;70;"BEAUTE PARFUMERIE";1834;625;"ACCESSOIRES";8762;598;"ACCESSOIRES MANUCURE PEDICURE"
170;90;"FROMAGE STAND";2659;567;"VA CHEVRE ET BREBIS";9127;489;"VA CHEVRE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8661;591;"CHAMPIGNONS"
183;188;"FRUITS ET LEGUMES FRAIS";2040;993;"FRUITS A COQUE";11803;5059;"MELANGES DE FRUITS A COQUE"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";10035;2343;"PROFITEROLES"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2170;93;"AIDE CULINAIRE";11785;5003;"CHAMPIGNONS SECS"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7631;5260;"SOUCOUPES ET PLATEAUX"
200;23;"COMMUNICATION ACCESSOIRES";2375;313;"ECOUTE";11229;3747;"KIT VOITURE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8804;963;"OISEAUX NAT - ACCESS"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13731;8066;"VA ROSETTE"
153;102;"JEUX ET JOUETS";1718;462;"JEUX ELECTRONIQUES";8109;4558;"TELEPHONE TALKIE-WALKIE REVEIL"
184;900;"SELF-DISCOUNT";2047;918;"SD ALCOOLS & VINS";9730;9239;"SD BIERE SANS ALCOOL"
180;181;"BOUCHERIE ATELIER";1980;960;"CHEVAL";11549;4433;"CHEVAL A ROTIR"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10454;1532;"BERMUDA"
204;37;"MULTIMEDIA ACCESSOIRES";2389;423;"ACCESSOIRES/PERIPH TABLETTE";10983;2005;"SUPPORT TABLETTE"
208;44;"BOUCHERIE NEGOCE LS";2441;792;"APERO RECEPTION";11568;4454;"SAUCISSONS DE VIANDE"
144;104;"GROS ELECTRO";1556;111;"CHAUFFAGE ELECTRIQUE";7199;6840;"CHEMINEE ELECTRIQUE"
163;70;"BEAUTE PARFUMERIE";1827;307;"SOINS CORPS FEMME";13311;7634;"CREMES MAINS FEMME"
170;90;"FROMAGE STAND";1903;945;"VA PATE DURE";9130;493;"VA EMMENTAL ET GRUYERE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8674;1372;"CONSERVES - BIO"
183;188;"FRUITS ET LEGUMES FRAIS";2169;92;"FRUITS ROUGES";11777;4948;"MURE"
174;125;"CREMERIE";2114;718;"DESSERTS PATISSIERS";12845;7130;"DESSERT PATISSIER BIO"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2450;815;"FRUITS SECS A GRIGNOTER";11617;4563;"GROS RAISINS A GRIGNOTER"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";7623;4144;"POTS GRAND FORMAT"
200;23;"COMMUNICATION ACCESSOIRES";2375;313;"ECOUTE";11228;3746;"CABLE"
230;60;"ANIMALERIE ACCESSOIRES";1846;339;"OISEAUX";8802;933;"OISEAUX INT - SOINS TX INTERM."
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13732;8067;"VA SAUCISSON SEC"
153;102;"JEUX ET JOUETS";2152;43;"SECHE PLEURS";10209;1699;"SECHE PLEURS GARCONS"
184;900;"SELF-DISCOUNT";2047;918;"SD ALCOOLS & VINS";9731;9240;"SD BIERE"
180;181;"BOUCHERIE ATELIER";1974;610;"ABATS";9450;1103;"ABATS PORC"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";10442;1520;"PULL M.C OU SANS MANCHES"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";10979;2001;"HUB"
208;44;"BOUCHERIE NEGOCE LS";2441;792;"APERO RECEPTION";11569;4455;"VIANDE POUR FONDUE"
144;104;"GROS ELECTRO";1556;111;"CHAUFFAGE ELECTRIQUE";7197;6838;"CHAUFFAGE CERAMIQUE"
163;70;"BEAUTE PARFUMERIE";1834;625;"ACCESSOIRES";8754;977;"ACCESSOIRES DE BAIN"
170;90;"FROMAGE STAND";2537;161;"FE REBLOCHON TOMME ET MONTAGNE";9145;55;"FE MONT D'OR"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13153;7449;"LENTILLES"
183;188;"FRUITS ET LEGUMES FRAIS";2030;409;"BANANE";9632;205;"BANANE"
174;125;"CREMERIE";2608;362;"ULTRA FRAIS SANTE";12813;7098;"ULTRA FRAIS LAIT DE CHEVRE"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2026;59;"SALADES EN SACHET ET CRUDITES";11796;5045;"CRUDITES"
231;64;"JARDIN LS";2534;153;"POTERIE,DECO.,FLEURS ARTIF.";8268;5258;"COMPOSITIONS ARTIF. DECO"
200;23;"COMMUNICATION ACCESSOIRES";2378;329;"AUTRES ACCESSOIRES";11230;3748;"AUTRES ACCESSOIRES"
230;60;"ANIMALERIE ACCESSOIRES";1847;340;"AQUARIO";8814;997;"SOINS POUR POISSONS"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13727;8062;"VA CHORIZO"
153;102;"JEUX ET JOUETS";1718;462;"JEUX ELECTRONIQUES";12569;6789;"TABLETTES"
184;900;"SELF-DISCOUNT";2061;978;"SD FROMAGE";9806;9299;"SD PATE MOLLE"
187;84;"SERVICES";2710;764;"REPARATION SAV";13794;8138;"REPARATION SON ET NOMADE"
137;34;"BEBE LAYETTE";1464;243;"CONFECTION NOUVEAU NE";6767;1184;"PANTALON LONG"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";7463;4115;"2 ENCEINTES PC + 1 CAISSON"
208;44;"BOUCHERIE NEGOCE LS";2441;792;"APERO RECEPTION";11570;4456;"VIANDE PIERRADE / PLANCHA"
144;104;"GROS ELECTRO";1556;111;"CHAUFFAGE ELECTRIQUE";7196;6837;"CHAUFFAGE BAIN D'HUILE"
163;70;"BEAUTE PARFUMERIE";1835;673;"SOIN CORPS HOMME";13342;7668;"T-SHIRT AMINCISSANT"
170;90;"FROMAGE STAND";2678;601;"FE FROMAGE DU MONDE";13574;7900;"FE FROMAGE ITALIE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";13158;7456;"TOMATES"
183;188;"FRUITS ET LEGUMES FRAIS";2027;116;"AIL OIGNON ECHALOTE";9622;9720;"AIL"
174;125;"CREMERIE";2110;536;"LAIT LONGUE CONSERVATION";9318;463;"LAIT DE CHEVRE"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2170;93;"AIDE CULINAIRE";11783;5000;"CROUTONS"
231;64;"JARDIN LS";1640;526;"PETIT MOBILIER OCCULT";12330;6543;"TONNELLE D APPOINT"
200;23;"COMMUNICATION ACCESSOIRES";2378;329;"AUTRES ACCESSOIRES";7178;2109;"ACCESSOIRES TEL RESID"
230;60;"ANIMALERIE ACCESSOIRES";1847;340;"AQUARIO";8813;987;"AQUARIUM ET ACCESSOIRES"
179;178;"CHARCUTERIE STAND";2588;283;"VA CHARCUTERIE SECHE";13726;8060;"VA CHARCUTERIE SECHE ITALIE"
184;900;"SELF-DISCOUNT";2055;965;"SD TRAITEUR";9791;9315;"SD PLATS CUISINES"
187;84;"SERVICES";2710;764;"REPARATION SAV";13800;8144;"REPARATION GROS ELECTRO"
137;34;"BEBE LAYETTE";1467;481;"CHAUSSURE BEBE";10428;1540;"CHAUSSURE TOILE"
204;37;"MULTIMEDIA ACCESSOIRES";2136;78;"ACCESSOIRES/PERIPH PC";7455;2172;"MICRO"
144;104;"GROS ELECTRO";1556;111;"CHAUFFAGE ELECTRIQUE";11029;3543;"CHAUFFAGE SOUFFLANT"
163;70;"BEAUTE PARFUMERIE";1833;124;"COTONS ET LINGETTES";13338;7662;"COTON HYDROPHILE"
170;90;"FROMAGE STAND";2662;570;"VA FROMAGE FRAIS ET TARTINABLE";9134;497;"VA FROMAGE FRAIS/TARTINAB. BIO"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1803;600;"CONSERVES DE LEGUMES";8670;747;"AUTRES LEGUMES ET CRUDITES"
183;188;"FRUITS ET LEGUMES FRAIS";2498;564;"FRUITS LEGUMES PRET A EMPLOI";11751;4863;"FRUITS SECS"
174;125;"CREMERIE";2612;369;"CREMERIE PRODUITS DU MONDE";12836;7121;"CREMERIE AUTRES PAYS"
209;41;"FRUITS ET LEGUMES NEGOCE LS";2026;59;"SALADES EN SACHET ET CRUDITES";9617;2410;"MELANGES CLASSIQUES"
231;64;"JARDIN LS";1637;525;"TRAITEMENT ENGRAIS NUISIBLES";7608;5241;"ANTI NUISIBLES TX INTERM."
230;60;"ANIMALERIE ACCESSOIRES";1847;340;"AQUARIO";8815;1117;"POISSONS - ALIMENTS"
